url;title;authors;abstract;subject
https://arxiv.org/abs/1612.01184;Order eight non-symplectic automorphisms on elliptic K3 surfaces; Dima Al Tabbaa,  Alessandra Sarti;  In this paper we classify complex K3 surfaces with non-symplectic automorphism of order 8 that leaves invariant a smooth elliptic curve. We show that the rank of the Picard group is either 10, 14 or 18 and the fixed locus is the disjoint union of elliptic curves, rational curves and points, whose number does not exceed 1, 2, respectively 14. We give examples corresponding to several types of fixed locus in the classification. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01206;Nontautological Bielliptic Cycles; Jason van Zelm;  Let $[\overline{\mathcal{B}}_{2,0,20}]$ and $[\mathcal{B}_{2,0,20}]$ be the classes of the loci of stable resp. smooth bielliptic curves with 20 marked points where the bielliptic involution acts on the marked points as the permutation (1 2)...(19 20). Graber and Pandharipande proved that these classes are nontatoulogical. In this note we show that their result can be extended to prove that $[\overline{\mathcal{B}}_{g}]$ is nontautological for $g\geq 12$ and that $[\mathcal{B}_{12}]$ is nontautological. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01207;Perverse sheaves and the reductive Borel-Serre compactification; Leslie Saper;  We briefly introduce the theory of perverse sheaves with special attention to the topological situation where strata can have odd dimension. This is part of a project to use perverse sheaves on the topological reductive Borel-Serre compactification of a Hermitian locally symmetric space as a tool to study perverse sheaves on the Baily-Borel compactification, a projective algebraic variety. We sketch why the decomposition theorem holds for the natural map between the reductive Borel-Serre and the Baily-Borel compactifications. We demonstrate how to calculate extensions of simple perverse sheaves on the reductive Borel-Serre compactification and illustrate with the example of Sp(4,R). ;"Algebraic Geometry (math.AG); Algebraic Topology (math.AT); Number Theory (math.NT)"
https://arxiv.org/abs/1612.01220;Perverse obstructions to flat regular compactifications; Patrick Brosnan;  Suppose $\pi:W\to S$ is a smooth, proper morphism over a variety $S$ contained as a Zariski open subset in a smooth, complex variety $\bar S$. The goal of this note is to consider the question of when $\pi$ admits a regular, flat compactification. In other words, when does there exists a flat, proper morphism $\bar\pi:\overline{W}\to\bar S$ extending $\pi$ with $\overline{W}$ regular? One interesting recent example of this occurs in the preprint arXiv:1602.05534 of Laza, Sacca and Voisin where $\pi$ is a family of abelian $5$-folds over a Zariski open subset $S$ of $\bar S=\mathbb{P}^5$. In that paper, the authors construct $\overline{W}$ using the theory of compactified Prym varieties and show that it is a holomorphic symplectic manifold (deformation equivalent to O'Grady's $10$-dimensional example). In this note I observe that non-vanishing of the local intersection cohomology of $R^1\pi_*\mathbb{Q}$ in degree at least $2$ provides an obstruction to finding a $\bar\pi$. Moreover, non-vanishing in degree $1$ provides an obstruction to finding a $\bar\pi$ with irreducible fibers. Then I observe that, in some cases of interest, results of Brylinski, Beilinson and Schnell can be used to compute the intersection cohomology. I also give examples involving cubic $4$-folds, and ask a question about palindromicity of hyperplane sections. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01500;Remarks on the nonvanishing of cohomology groups for perverse sheaves on  abelian varieties; Rainer Weissauer;  It is shown that for a perverse sheaf $K$ on an abelian variety $X$ the integers $i$ for which the cohomology $H^i(X,K)$ does not vanish define an interval in the number line (under certain conditions on the field of definition of $K$) ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01515;Kimura-finiteness of quadric fibrations over smooth curves; Goncalo Tabuada;  In this short note, making use of the recent theory of noncommutative mixed motives, we prove that the Voevodsky's mixed motive of a quadric fibration over a smooth curve is Kimura-finite. ;"Algebraic Geometry (math.AG); Algebraic Topology (math.AT); K-Theory and Homology (math.KT)"
https://arxiv.org/abs/1612.01583;Monodromy of the $SL(n)$ and $GL(n)$ Hitchin fibrations; David Baraglia;  We compute the monodromy of the Hitchin fibration for the moduli space of $L$-twisted $SL(n,\mathbb{C})$ and $GL(n,\mathbb{C})$-Higgs bundles for any $n$, on a compact Riemann surface of genus $g>1$. We require the line bundle $L$ to either be the canonical bundle or satisfy $deg(L) > 2g-2$. The monodromy group is generated by Picard-Lefschetz transformations associated to vanishing cycles of singular spectral curves. We construct such vanishing cycles explicitly and use this to show that the $SL(n,\mathbb{C})$ monodromy group is a {\em skew-symmetric vanishing lattice} in the sense of Janssen. Using the classification of vanishing lattices over $\mathbb{Z}$, we completely determine the structure of the monodromy groups of the $SL(n,\mathbb{C})$ and $GL(n,\mathbb{C})$ Hitchin fibrations. As an application we determine the image of the restriction map from the cohomology of the moduli space of Higgs bundles to the cohomology of a non-singular fibre of the Hitchin fibration. ;"Algebraic Geometry (math.AG); Differential Geometry (math.DG)"
https://arxiv.org/abs/1612.01687;Noncommutative enhancements of contractions; Will Donovan,  Michael Wemyss;  Given a contraction of a variety X to a base Y, we enhance the locus in Y over which the contraction is not an isomorphism with a certain sheaf of noncommutative rings D, under mild assumptions which hold in the case of (1) crepant partial resolutions admitting a tilting bundle with trivial summand, and (2) all contractions with fibre dimension at most one. In all cases, this produces a global invariant. In the crepant setting, we then apply this to study derived autoequivalences of X. We work generally, dropping many of the usual restrictions, and so both extend and unify existing approaches. In full generality we construct a new endofunctor of the derived category of X by twisting over D, and then, under appropriate restrictions on singularities, give conditions for when it is an autoequivalence. We show that these conditions hold automatically when the non-isomorphism locus in Y has codimension 3 or more, which covers determinantal flops, and we also control the conditions when the non-isomorphism locus has codimension 2, which covers 3-fold divisor-to-curve contractions. ;"Algebraic Geometry (math.AG); Representation Theory (math.RT)"
https://arxiv.org/abs/1612.01690;Grothendieck duality and Q-Gorenstein morphisms; Yongnam Lee,  Noboru Nakayama;  The notions of $\mathbb Q$-Gorenstein scheme and of $\mathbb Q$-Gorenstein morphism are introduced for locally Noetherian schemes by dualizing complexes and (relative) canonical sheaves. These cover all the previously known notions of $\mathbb Q$-Gorenstein algebraic variety and of $\mathbb Q$-Gorenstein deformation satisfying Koll\'ar condition, over a field. By studies on relative $\mathbf S_{2}$-condition and base change properties, valuable results are proved for $\mathbb Q$-Gorenstein morphisms, which include infinitesimal criterion, valuative criterion, $\mathbb Q$-Gorenstein refinement, and so forth. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01731;Generalized Artin-Mumford curves over finite fields; Maria Montanucci,  Giovanni Zini;"  Let $\mathbb{F}_q$ be the finite field of order $q=p^h$ with $p>2$ prime and $h>1$, and let $\mathbb{F}_{\bar{q}}$ be a subfield of $\mathbb{F}_q$. From any two $\bar{q}$-linearized polynomials $L_1,L_2 \in \overline{\mathbb{F}}_q[T]$ of degree $q$, we construct an ordinary curve $\mathcal{X}_{(L_1,L_2)}$ of genus $(q-1)^2$ which is a generalized Artin-Schreier cover of the projective line $\mathbb{P}^1$. The automorphism group of $\mathcal{X}_{(L_1,L_2)}$ over the algebraic closure $\overline{\mathbb{F}}_q$ of $\mathbb{F}_q$ contains a semidirect product $\Sigma \rtimes \Gamma$ of an elementary abelian $p$-group $\Sigma$ of order $q^2$ by a cyclic group $\Gamma$ of order $\bar{q}-1$. We show that for $L_1 \neq L_2$, $\Sigma \rtimes \Gamma$ is the full automorphism group ${\rm Aut}(\mathcal{X}_{(L_1,L_2)})$ over $\overline{\mathbb{F}}_q$; for $L_1=L_2$ there exists an extra involution and ${\rm Aut}(\mathcal{X}_{(L_1,L_1)})=\Sigma \rtimes \Delta$ with a dihedral group $\Delta$ of order $2(\bar{q}-1)$ containing $\Gamma$. Two different choices of the pair $\{L_1,L_2\}$ may produce birationally isomorphic curves, even for $L_1=L_2$. We prove that any curve of genus $(q-1)^2$ whose $\overline{\mathbb{F}}_q$-automorphism group contains an elementary abelian subgroup of order $q^2$ is birationally equivalent to $\mathcal{X}_{(L_1, L_2)}$ for some separable $\bar{q}$-linearized polynomials $L_1,L_2$ of degree $q$. We produce an analogous characterization in the special case $L_1=L_2$. This extends a result on the Artin-Mumford curves, due to Arakelian and Korchm\'aros. ";Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01733;Moduli spaces, indecomposable objects and potentials over a finite field; Galyna Dobrovolska,  Victor Ginzburg,  Roman Travkin;  Given a linear category over a finite field such that the moduli space of its objects is a smooth Artin stack (and some additional conditions) we give formulas for an exponential sum over the set of absolutely indecomposable objects and a stacky sum over the set of all objects of the category, respectively, in terms of the geometry of the cotangent bundle on the moduli stack. The first formula was inspired by the work of Hausel, Letellier, and Rodriguez-Villegas. It provides a new approach for counting absolutely indecomposable quiver representations, vector bundles with parabolic structure on a projective curve, and irreducible etale local systems (via a result of Deligne). Our second formula resembles formulas appearing in the theory of Donaldson-Thomas invariants. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01762;Computing tropical varieties over fields with valuation; Thomas Markwig,  Yue Ren;  We show how tropical varieties of ideals I over a field K with non-trivial valuation can be traced back to tropical varieties of ideals in R[[t]][x] over some dense subring R in its ring of integers. Moreover, for homogeneous ideals, we present algorithms on how the latter can be computed in finite time, provided that generators are polynomial in t. While doing so, we also comment on the computation of the Groebner polytope structure and p-adic Groebner bases using our framework. All algorithms solely rely on existing standard basis techniques. ;"Algebraic Geometry (math.AG); Commutative Algebra (math.AC)"
https://arxiv.org/abs/1612.01889;Poincaré duality for tropical Dolbeault cohomology of non-archimedean  Mumford curves; Philipp Jell,  Veronika Wanner;  We calculate the tropical Dolbeault cohomology for the analytifications of the projective line and Mumford curves over non-archimedean fields. We show that the cohomology satisfies Poincar\'e duality and behaves analogously to the cohomology of curves over the complex numbers. Further, we give a complete calculation of the dimension of the cohomology on a basis of the topology. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01906;Effective cycles on blow-ups of Grassmannians; John Kopper;  In this paper we study the pseudoeffective cones of blow-ups of Grassmannians at sets of points. For small numbers of points, the cones are often spanned by proper transforms of Schubert classes. In some special cases, we provide sharp bounds for when the Schubert classes fail to span and we describe the resulting geometry. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01919;Low degree Hodge theory for klt varieties; Martin Schwald;  If X is a complex projective variety with klt singularities, then the mixed Hodge structures on the first two singular cohomology groups are pure. We describe the pieces of the Hodge decomposition in terms of reflexive differential forms. Applications include a Lefschetz (1,1) Theorem and a weak analogue of the Hodge-Riemann bilinear relations for klt varieties. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.01960;Characterization of Kollár surfaces; Giancarlo Urzúa,  José Ignacio Yáñez;  Koll\'ar introduced in [Ko08] the surfaces $$(x_1^{a_1}x_2+x_2^{a_2}x_3+x_3^{a_3}x_4+x_4^{a_4}x_1=0)\subset \mathbb{P}(w_1,w_2,w_3,w_4)$$ where $w_i=W_i/w^*$, $W_i=a_{i+1}a_{i+2}a_{i+3}-a_{i+2}a_{i+3}+a_{i+3}-1$, and $w^*=$gcd$(W_1,\ldots,W_4)$. The aim was to give many interesting examples of $\mathbb{Q}$-homology projective planes. They occur when $w^*=1$. For that case, we prove that Koll\'ar surfaces are Hwang-Keum [HK12] surfaces. For $w^*>1$, we construct a geometrically explicit birational map between Koll\'ar surfaces and cyclic covers $z^{w^*}=l_1^{a_2 a_3 a_4} l_2^{-a_3 a_4} l_3^{a_4} l_4^{-1}$, where $\{l_1,l_2,l_3,l_4\}$ are four general lines in $\mathbb{P}^2$. In addition, by using various properties on classical Dedekind sums, we prove that: (a) For any $w^*>1$, we have $p_g=0$ iff the Koll\'ar surface is rational. This happens when $a_{i+1} \equiv 1$ or $a_{i}a_{i+1} \equiv -1 ($mod $w^*)$ for some $i$. (b) For any $w^*>1$, we have $p_g=1$ iff the Koll\'ar surface is birational to a K3 surface. We classify this situation. (c) For $w^*>>0$, we have that the smooth minimal model $S$ of a generic Koll\'ar surface is of general type with $K_{S}^2/e(S) \to 1$. ;"Algebraic Geometry (math.AG); Number Theory (math.NT)"
https://arxiv.org/abs/1612.02049;Weber's formula for the bitangents of a smooth plane quartic; Alessio Fiorentino;  In a section of his 1876 treatise Theorie der Abel'schen Functionen vom Geschlecht 3 Weber proved a formula that expresses the bitangents of a non-singular plane quartic in terms of Riemann theta constants (Thetanullwerte). The present note is devoted to a modern presentation of Weber's formula. In the end a connection with the universal bitangent matrix is also displayed. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.02154;Gieseker conjecture for homogeneous spaces; Giulia Battiston;"  We prove Gieseker conjecture for an homogeneous space $X$, saying that if $X$ has no non-trivial tame coverings then it has no non-trivial regular singular $\mathscr{O}_X$-coherent $\mathscr{D}_{X/k}$-modules. In order to do so we prove a K\""unneth formula for the regular singular stratified fundamental group and a base change for Gauss-Manin stratifications in the non-proper case. ";Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.02241;Derived categories of curves as components of Fano manifolds; Anton Fonarev,  Alexander Kuznetsov;  We prove that the derived category $D(C)$ of a generic curve of genus greater than one embeds into the derived category $D(M)$ of the moduli space $M$ of rank two stable bundles on $C$ with fixed determinant of odd degree. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.02402;Descendant log Gromov-Witten invariants for toric varieties and tropical  curves; Travis Mandel,  Helge Ruddat;  Using degeneration techniques, we prove the correspondence of tropical curve counts and log Gromov-Witten invariants with general incidence and psi-class conditions in toric varieties for genus zero curves and all non-superabundant higher-genus situations. We also relate the log invariants to the ordinary ones and show that the one-dimensional case gives Hurwitz numbers. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.02415;Cycles, derived categories, and rationality; Asher Auel,  Marcello Bernardara;  Our main goal is to give a sense of recent developments in the (stable) rationality problem from the point of view of unramified cohomology and 0-cycles as well as derived categories and semiorthogonal decompositions, and how these perspectives intertwine and reflect each other. In particular, in the case of algebraic surfaces, we explain the relationship between Bloch's conjecture, Chow-theoretic decompositions of the diagonal, categorical representability, and the existence of phantom subcategories of the derived category. ;Algebraic Geometry (math.AG)
https://arxiv.org/abs/1612.02508;Action of the mapping class group on character varieties and Higgs  bundles; Oscar Garcia-Prada,  Graeme Wilkin;"  We consider the action of the orientation preserving mapping class group $Mod^+(S)$ of an oriented compact surface $S$ of genus $g \geq 2$ on the moduli space $\mathcal{R}(S,G)$ of representations of $\pi_1(S)$ in a connected semisimple real Lie group $G$. We identify the fixed points of the action of a finite subgroup $\Gamma \subset Mod^+(S)$ on $\mathcal{R}(S,G)$, in terms of $G$-Higgs bundles equipped with a $\Gamma$-pseudoequivariant structure on a Riemann surface $X=(S,J)$, where $J$ is an element in the Teichm\""uller space of $S$ for which $\Gamma \subset Aut(X)$, whose existence is guaranteed by Kerckhoff's solution of the Nielsen realization problem. The $\Gamma$-equivariant $G$-Higgs bundles are in turn in correspondence with parabolic Higgs bundles on $Y=X/\Gamma$, where the weights on the parabolic points are determined by the $\Gamma$-equivariant structure. This generalizes work of Nasatyr \& Steer for $G=SL(2,\mathbb{R})$ and Boden, Andersen & Grove and Furuta & Steer for $G=SU(n)$. ";"Algebraic Geometry (math.AG); Mathematical Physics (math-ph); Differential Geometry (math.DG)"
https://arxiv.org/abs/1612.02518;Simple loops on punctured surfaces and boundaries of character varieties; Junho Peter Whang;  We prove that every relative moduli space of complex special linear local systems of rank two on a punctured surface is log Calabi-Yau, in that it has a normal projective compactification with anticanonical boundary divisor. We connect this to another result that the generating series for multicurves counted by word length on a punctured surface satisfies a universal symmetry. ;"Algebraic Geometry (math.AG); Geometric Topology (math.GT)"
https://arxiv.org/abs/1612.02581;Tropical Computations in polymake; Simon Hampe,  Michael Joswig;  We give an overview of recently implemented polymake features for computations in tropical geometry. The main focus is on explicit examples rather than technical explanations. Our computations employ tropical hypersurfaces, moduli of tropical plane curves, tropical linear spaces and Grassmannians, lines on tropical cubic surfaces as well as intersection rings of matroids ;"Algebraic Geometry (math.AG); Combinatorics (math.CO)"
